casename,area_of_law
2011_SGHC_78.pdf,"['contract', 'evidence', 'damages', 'confidence']"
2011_SGHC_79.pdf,"['civil procedure', 'evidence', 'damages', 'land']"
2011_SGHC_8.pdf,['criminal procedure and sentencing']
2011_SGHC_80.pdf,"['contract', 'evidence', 'trusts', 'tort', 'intellectual property']"
2011_SGHC_81.pdf,"['evidence', 'trusts', 'land']"
2011_SGHC_82.pdf,"['contract', 'evidence', 'damages', 'land', 'building and construction law']"
2011_SGHC_83.pdf,['family law']
2011_SGHC_84.pdf,"['insurance', 'land', 'family law']"
2011_SGHC_85.pdf,"['criminal procedure and sentencing', 'contract', 'evidence', 'tort', 'land']"
2011_SGHC_86.pdf,"['contract', 'evidence']"
2011_SGHC_87.pdf,"['civil procedure', 'words and phrases', 'contract', 'evidence']"
2011_SGHC_88.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'land', 'agency']"
2011_SGHC_89.pdf,"['civil procedure', 'companies', 'words and phrases', 'contract', 'evidence', 'damages', 'banking', 'tort', 'land']"
2011_SGHC_9.pdf,"['companies', 'evidence', 'trusts', 'land', 'family law', 'gifts', 'statutory interpretation']"
2011_SGHC_90.pdf,"['evidence', 'road traffic']"
2011_SGHC_91.pdf,['family law']
2011_SGHC_92.pdf,"['conflict of laws', 'evidence', 'land', 'family law', 'confidence']"
2011_SGHC_93.pdf,"['criminal procedure and sentencing', 'companies', 'evidence', 'confidence']"
2011_SGHC_94.pdf,"['evidence', 'land', 'family law']"
2011_SGHC_95.pdf,"['criminal law', 'evidence', 'land', 'immigration']"
2011_SGHC_96.pdf,"['companies', 'insurance', 'evidence', 'family law']"
2011_SGHC_97.pdf,"['civil procedure', 'companies', 'evidence', 'land', 'confidence']"
2011_SGHC_98.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'road traffic']"
2011_SGHC_99.pdf,"['insolvency law', 'banking', 'land', 'statutory interpretation']"
2012_SGCA_1.pdf,"['revenue law', 'insurance', 'contract', 'evidence', 'land']"
2012_SGCA_10.pdf,"['criminal law', 'land', 'immigration']"
2012_SGCA_12.pdf,"['companies', 'contract', 'evidence', 'land']"
2012_SGCA_13.pdf,"['criminal law', 'contract', 'damages', 'land']"
2012_SGCA_14.pdf,"['contract', 'evidence', 'banking']"
2012_SGCA_15.pdf,"['insurance', 'evidence', 'land', 'family law']"
2012_SGCA_16.pdf,"['conflict of laws', 'insurance', 'contract', 'evidence', 'damages', 'land']"
2012_SGCA_17.pdf,"['insurance', 'contract', 'evidence', 'damages', 'tort', 'land']"
2012_SGCA_18.pdf,"['criminal law', 'evidence', 'land', 'constitutional law']"
2012_SGCA_19.pdf,"['criminal law', 'evidence']"
2012_SGCA_2.pdf,"['criminal law', 'courts and jurisdiction', 'evidence', 'constitutional law']"
2012_SGCA_20.pdf,"['conflict of laws', 'injunctions', 'companies', 'insurance', 'contract', 'evidence', 'damages', 'equity']"
2012_SGCA_21.pdf,"['civil procedure', 'credit and security', 'insurance', 'contract', 'evidence', 'banking', 'equity', 'land']"
2012_SGCA_22.pdf,"['companies', 'evidence', 'equity', 'family law']"
2012_SGCA_23.pdf,"['criminal law', 'evidence', 'constitutional law', 'gifts']"
2012_SGCA_24.pdf,"['criminal law', 'evidence', 'land', 'immigration']"
2012_SGCA_25.pdf,"['criminal procedure and sentencing', 'evidence', 'constitutional law']"
2012_SGCA_26.pdf,"['criminal law', 'evidence']"
2012_SGCA_27.pdf,"['arbitration', 'credit and security', 'insurance', 'contract', 'evidence', 'banking', 'equity']"
2012_SGCA_28.pdf,"['arbitration', 'injunctions', 'credit and security', 'insurance', 'contract', 'evidence', 'damages']"
2012_SGCA_29.pdf,"['criminal law', 'evidence', 'land', 'immigration']"
2012_SGCA_3.pdf,"['companies', 'insurance', 'contract', 'evidence', 'tort', 'family law', 'gifts']"
2012_SGCA_30.pdf,"['evidence', 'land', 'family law', 'gifts']"
2012_SGCA_31.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'land']"
2012_SGCA_32.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'tort', 'land']"
2012_SGCA_33.pdf,"['contract', 'evidence', 'res judicata', 'land']"
2012_SGCA_34.pdf,"['contract', 'evidence', 'damages', 'banking']"
2012_SGCA_35.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'damages']"
2012_SGCA_36.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'land', 'restitution', 'limitation of actions']"
2012_SGCA_37.pdf,"['evidence', 'trusts', 'land', 'charities']"
2012_SGCA_38.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'banking', 'tort', 'land', 'restitution']"
2012_SGCA_39.pdf,"['insurance', 'contract', 'evidence', 'equity', 'employment law']"
2012_SGCA_4.pdf,"['evidence', 'damages']"
2012_SGCA_40.pdf,"['companies', 'contract', 'evidence', 'land', 'family law', 'gifts', 'statutory interpretation']"
2012_SGCA_41.pdf,"['evidence', 'trusts', 'equity', 'land', 'gifts', 'agency', 'succession and wills']"
2012_SGCA_42.pdf,"['companies', 'contract', 'tort']"
2012_SGCA_43.pdf,"['civil procedure', 'contract', 'evidence', 'banking', 'land']"
2012_SGCA_44.pdf,"['criminal law', 'evidence', 'land', 'immigration']"
2012_SGCA_45.pdf,"['civil procedure', 'criminal law', 'courts and jurisdiction', 'evidence', 'res judicata', 'land', 'constitutional law']"
2012_SGCA_46.pdf,"['civil procedure', 'admiralty and shipping', 'companies', 'contract', 'evidence', 'tort', 'land', 'agency', 'confidence']"
2012_SGCA_47.pdf,"['criminal law', 'evidence']"
2012_SGCA_48.pdf,"['civil procedure', 'contract', 'land']"
2012_SGCA_49.pdf,"['criminal law', 'evidence', 'land', 'constitutional law', 'immigration']"
2012_SGCA_5.pdf,"['companies', 'insurance', 'evidence', 'family law']"
2012_SGCA_50.pdf,"['civil procedure', 'evidence', 'banking', 'equity', 'land', 'family law', 'gifts']"
2012_SGCA_51.pdf,"['criminal procedure and sentencing', 'courts and jurisdiction', 'evidence']"
2012_SGCA_52.pdf,"['companies', 'evidence', 'banking', 'land']"
2012_SGCA_53.pdf,"['companies', 'contract', 'evidence', 'banking', 'equity', 'land']"
2012_SGCA_54.pdf,"['contract', 'evidence', 'banking']"
2012_SGCA_55.pdf,"['civil procedure', 'companies', 'contract']"
2012_SGCA_56.pdf,"['injunctions', 'damages', 'tort', 'intellectual property']"
2012_SGCA_57.pdf,"['arbitration', 'contract', 'evidence', 'damages']"
2012_SGCA_58.pdf,"['contract', 'evidence', 'damages', 'equity', 'land']"
2012_SGCA_59.pdf,"['contract', 'evidence', 'trusts', 'equity', 'tort', 'limitation of actions']"
2012_SGCA_6.pdf,"['contract', 'res judicata', 'land', 'family law', 'statutory interpretation']"
2012_SGCA_60.pdf,"['criminal law', 'companies', 'contract', 'evidence', 'statutory interpretation']"
2012_SGCA_61.pdf,"['insurance', 'evidence', 'damages', 'tort', 'road traffic', 'confidence']"
2012_SGCA_62.pdf,"['companies', 'contract', 'evidence', 'damages', 'equity', 'tort', 'land']"
2012_SGCA_63.pdf,"['arbitration', 'contract', 'land', 'building and construction law']"
2012_SGCA_64.pdf,['civil procedure']
2012_SGCA_65.pdf,"['civil procedure', 'criminal procedure and sentencing', 'evidence', 'trusts', 'damages', 'equity', 'land', 'immigration', 'gifts', 'confidence']"
2012_SGCA_66.pdf,"['evidence', 'land', 'family law']"
2012_SGCA_67.pdf,"['criminal procedure and sentencing', 'evidence']"
2012_SGCA_68.pdf,"['contract', 'land', 'family law']"
2012_SGCA_7.pdf,"['insolvency law', 'companies', 'insurance', 'contract', 'damages', 'equity', 'tort', 'land', 'restitution']"
2012_SGCA_8.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'land', 'agency']"
2012_SGCA_9.pdf,"['companies', 'insurance', 'contract', 'evidence', 'damages', 'banking', 'land']"
2012_SGHC_1.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'damages']"
2012_SGHC_10.pdf,"['companies', 'contract', 'evidence']"
2012_SGHC_100.pdf,"['insurance', 'evidence', 'damages']"
2012_SGHC_101.pdf,"['contract', 'evidence', 'damages']"
2012_SGHC_102.pdf,"['evidence', 'restitution']"
2012_SGHC_103.pdf,"['arbitration', 'companies', 'contract', 'equity', 'administrative law', 'land']"
2012_SGHC_104.pdf,"['evidence', 'land', 'intellectual property']"
2012_SGHC_105.pdf,"['contract', 'evidence', 'damages', 'equity', 'land']"
2012_SGHC_106.pdf,"['civil procedure', 'evidence', 'damages', 'tort', 'land']"
2012_SGHC_107.pdf,"['companies', 'insurance', 'evidence', 'banking', 'equity', 'land', 'family law']"
2012_SGHC_108.pdf,"['companies', 'tort', 'land', 'family law', 'confidence']"
2012_SGHC_109.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'agency']"
2012_SGHC_11.pdf,"['evidence', 'damages', 'tort']"
2012_SGHC_110.pdf,"['arbitration', 'contract', 'evidence']"
2012_SGHC_111.pdf,"['civil procedure', 'evidence', 'land']"
2012_SGHC_112.pdf,"['companies', 'revenue law', 'contract', 'evidence', 'banking', 'land']"
2012_SGHC_113.pdf,"['injunctions', 'evidence', 'damages', 'tort', 'land', 'agency', 'professions']"
2012_SGHC_114.pdf,"['criminal procedure and sentencing', 'evidence', 'land', 'confidence']"
2012_SGHC_115.pdf,"['evidence', 'tort']"
2012_SGHC_116.pdf,"['civil procedure', 'arbitration', 'companies', 'damages', 'equity', 'land', 'confidence']"
2012_SGHC_118.pdf,"['companies', 'contract', 'land']"
2012_SGHC_119.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'tort', 'land', 'agency']"
2012_SGHC_12.pdf,"['companies', 'evidence', 'tort', 'land']"
2012_SGHC_120.pdf,"['revenue law', 'insurance', 'contract', 'evidence', 'land']"
2012_SGHC_121.pdf,"['evidence', 'family law']"
2012_SGHC_122.pdf,"['contract', 'evidence', 'damages', 'equity', 'land', 'agency']"
2012_SGHC_123.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'land', 'legal profession']"
2012_SGHC_124.pdf,['evidence']
2012_SGHC_125.pdf,"['arbitration', 'credit and security', 'companies', 'contract', 'evidence', 'trusts', 'damages', 'tort', 'land', 'restitution']"
2012_SGHC_126.pdf,"['contract', 'evidence', 'damages', 'agency']"
2012_SGHC_127.pdf,"['contract', 'evidence', 'family law']"
2012_SGHC_128.pdf,"['contract', 'evidence', 'family law', 'gifts']"
2012_SGHC_129.pdf,"['criminal procedure and sentencing', 'banking', 'immigration']"
2012_SGHC_13.pdf,"['contract', 'evidence', 'damages', 'land']"
2012_SGHC_130.pdf,"['contract', 'evidence', 'damages', 'tort', 'land', 'legal profession', 'confidence']"
2012_SGHC_131.pdf,"['contract', 'evidence', 'damages', 'land', 'agency']"
2012_SGHC_132.pdf,"['insurance', 'evidence', 'family law']"
2012_SGHC_133.pdf,"['injunctions', 'contract', 'evidence', 'damages', 'designs', 'equity', 'land', 'intellectual property', 'confidence']"
2012_SGHC_134.pdf,"['criminal procedure and sentencing', 'insurance', 'evidence', 'road traffic']"
2012_SGHC_135.pdf,"['companies', 'contract', 'evidence', 'damages', 'tort', 'land', 'agency']"
2012_SGHC_136.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'designs', 'banking', 'equity']"
2012_SGHC_137.pdf,"['civil procedure', 'evidence', 'damages', 'tort', 'land']"
2012_SGHC_138.pdf,"['evidence', 'administrative law', 'legal profession']"
2012_SGHC_139.pdf,"['evidence', 'damages', 'tort']"
2012_SGHC_14.pdf,"['contract', 'confidence']"
2012_SGHC_140.pdf,"['insolvency law', 'banking']"
2012_SGHC_141.pdf,"['criminal procedure and sentencing', 'contract', 'damages', 'agency']"
2012_SGHC_142.pdf,"['criminal procedure and sentencing', 'banking', 'confidence']"
2012_SGHC_144.pdf,"['evidence', 'land', 'family law']"
2012_SGHC_145.pdf,"['injunctions', 'contract', 'evidence', 'damages']"
2012_SGHC_146.pdf,"['companies', 'contract', 'evidence', 'land', 'family law']"
2012_SGHC_147.pdf,"['contract', 'evidence', 'land']"
2012_SGHC_148.pdf,"['companies', 'contract', 'evidence', 'restitution', 'agency']"
2012_SGHC_149.pdf,"['companies', 'evidence', 'designs', 'land']"
2012_SGHC_15.pdf,"['evidence', 'land', 'family law']"
2012_SGHC_150.pdf,"['companies', 'contract', 'evidence', 'damages', 'equity', 'tort']"
2012_SGHC_151.pdf,"['companies', 'evidence', 'land', 'family law']"
2012_SGHC_152.pdf,"['civil procedure', 'contract', 'evidence', 'land']"
2012_SGHC_153.pdf,"['criminal procedure and sentencing', 'companies', 'evidence', 'banking', 'agency']"
2012_SGHC_154.pdf,"['bailment', 'companies', 'contract', 'evidence', 'damages', 'tort', 'land']"
2012_SGHC_155.pdf,"['injunctions', 'courts and jurisdiction', 'damages', 'equity', 'administrative law', 'land', 'constitutional law', 'restitution']"
2012_SGHC_156.pdf,"['criminal procedure and sentencing', 'evidence']"
2012_SGHC_157.pdf,"['arbitration', 'contract', 'res judicata', 'damages', 'land']"
2012_SGHC_158.pdf,"['companies', 'contract', 'evidence', 'damages', 'tort', 'land']"
2012_SGHC_159.pdf,"['companies', 'contract', 'evidence', 'damages', 'equity', 'land', 'confidence']"
2012_SGHC_16.pdf,"['civil procedure', 'companies', 'evidence', 'damages', 'equity']"
2012_SGHC_160.pdf,"['companies', 'insurance', 'contract', 'evidence']"
2012_SGHC_161.pdf,"['criminal law', 'criminal procedure and sentencing', 'contract', 'evidence', 'land', 'agency']"
2012_SGHC_162.pdf,"['civil procedure', 'conflict of laws', 'evidence', 'equity', 'tort', 'land', 'restitution']"
2012_SGHC_163.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'land', 'constitutional law', 'immigration']"
2012_SGHC_164.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'constitutional law', 'immigration']"
2012_SGHC_165.pdf,"['criminal procedure and sentencing', 'insurance', 'restitution']"
2012_SGHC_166.pdf,"['arbitration', 'contract', 'damages', 'administrative law']"
2012_SGHC_167.pdf,"['civil procedure', 'evidence', 'damages', 'equity', 'commercial transactions']"
2012_SGHC_168.pdf,"['administrative law', 'agency']"
2012_SGHC_169.pdf,"['companies', 'evidence', 'damages', 'tort', 'land']"
2012_SGHC_17.pdf,"['civil procedure', 'injunctions', 'evidence', 'damages', 'banking', 'equity', 'land', 'legal profession', 'restitution', 'confidence']"
2012_SGHC_170.pdf,"['civil procedure', 'contract', 'banking', 'land']"
2012_SGHC_171.pdf,"['insolvency law', 'family law']"
2012_SGHC_172.pdf,"['civil procedure', 'contract', 'evidence', 'damages']"
2012_SGHC_173.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'banking', 'gifts', 'agency']"
2012_SGHC_174.pdf,"['contract', 'evidence', 'damages', 'tort', 'agency']"
2012_SGHC_175.pdf,"['admiralty and shipping', 'contract', 'evidence', 'immigration', 'agency', 'confidence']"
2012_SGHC_176.pdf,"['admiralty and shipping', 'evidence', 'agency']"
2012_SGHC_177.pdf,"['evidence', 'family law', 'immigration']"
2012_SGHC_178.pdf,"['civil procedure', 'companies']"
2012_SGHC_179.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'land']"
2012_SGHC_18.pdf,"['evidence', 'trusts', 'equity', 'land']"
2012_SGHC_180.pdf,"['land', 'family law']"
2012_SGHC_181.pdf,"['criminal procedure and sentencing', 'contract', 'damages', 'land']"
2012_SGHC_182.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'banking', 'equity', 'land']"
2012_SGHC_183.pdf,"['revenue law', 'contract', 'land', 'statutory interpretation']"
2012_SGHC_184.pdf,"['civil procedure', 'evidence']"
2012_SGHC_185.pdf,"['evidence', 'trusts', 'family law']"
2012_SGHC_186.pdf,"['companies', 'insurance', 'contract', 'evidence', 'damages']"
2012_SGHC_187.pdf,"['arbitration', 'injunctions', 'contract', 'evidence', 'damages']"
2012_SGHC_188.pdf,"['criminal law', 'tort', 'land']"
2012_SGHC_189.pdf,"['contempt of court', 'contract', 'evidence']"
2012_SGHC_19.pdf,"['criminal law', 'evidence', 'constitutional law', 'statutory interpretation']"
2012_SGHC_190.pdf,"['insolvency law', 'companies', 'contract', 'banking', 'land']"
2012_SGHC_191.pdf,"['criminal law', 'evidence', 'professions', 'confidence']"
2012_SGHC_192.pdf,['damages']
2012_SGHC_193.pdf,"['companies', 'evidence', 'damages', 'land', 'professions']"
2012_SGHC_194.pdf,"['arbitration', 'contract', 'evidence']"
2012_SGHC_195.pdf,"['civil procedure', 'contempt of court', 'injunctions', 'insurance', 'evidence', 'confidence']"
2012_SGHC_196.pdf,"['criminal law', 'evidence', 'tort', 'land', 'immigration']"
2012_SGHC_197.pdf,"['companies', 'insurance', 'contract', 'evidence', 'trusts', 'damages', 'banking', 'equity', 'land', 'family law', 'restitution']"
2012_SGHC_198.pdf,"['words and phrases', 'insurance', 'contract', 'evidence', 'land']"
2012_SGHC_199.pdf,"['res judicata', 'damages']"
2012_SGHC_2.pdf,"['credit and security', 'companies', 'insurance', 'contract', 'evidence', 'damages', 'banking', 'immigration']"
2012_SGHC_20.pdf,"['civil procedure', 'contract', 'evidence', 'land']"
2012_SGHC_200.pdf,"['evidence', 'land', 'legal profession']"
2012_SGHC_201.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'tort']"
2012_SGHC_202.pdf,"['companies', 'insurance', 'contract', 'evidence', 'damages', 'land', 'road traffic']"
2012_SGHC_203.pdf,"['criminal law', 'evidence', 'land', 'immigration']"
2012_SGHC_204.pdf,"['evidence', 'land']"
2012_SGHC_205.pdf,"['contract', 'evidence', 'tort', 'land']"
2012_SGHC_206.pdf,"['civil procedure', 'insurance', 'contract', 'evidence', 'damages', 'land']"
2012_SGHC_207.pdf,"['companies', 'contract', 'evidence', 'damages', 'tort', 'land']"
2012_SGHC_208.pdf,"['insurance', 'contract', 'evidence', 'damages', 'banking', 'tort', 'land']"
2012_SGHC_209.pdf,"['conflict of laws', 'companies', 'insurance', 'evidence', 'tort', 'land', 'family law']"
2012_SGHC_21.pdf,"['evidence', 'equity', 'land']"
2012_SGHC_210.pdf,"['contract', 'administrative law', 'land', 'constitutional law', 'statutory interpretation']"
2012_SGHC_211.pdf,"['evidence', 'family law']"
2012_SGHC_212.pdf,"['civil procedure', 'arbitration', 'companies', 'contract', 'evidence', 'tort', 'land', 'restitution']"
2012_SGHC_213.pdf,"['companies', 'evidence', 'family law']"
2012_SGHC_214.pdf,['criminal procedure and sentencing']
2012_SGHC_215.pdf,"['civil procedure', 'contract', 'evidence']"
2012_SGHC_216.pdf,"['companies', 'evidence', 'damages', 'probate and administration', 'land']"
2012_SGHC_217.pdf,"['evidence', 'family law']"
2012_SGHC_218.pdf,"['civil procedure', 'evidence', 'damages']"
2012_SGHC_219.pdf,"['contract', 'land']"
2012_SGHC_22.pdf,"['conflict of laws', 'insurance', 'evidence', 'damages', 'tort', 'land']"
2012_SGHC_220.pdf,"['arbitration', 'insolvency law', 'companies', 'contract', 'evidence', 'land']"
2012_SGHC_221.pdf,"['civil procedure', 'trusts', 'administrative law', 'land', 'constitutional law', 'legal profession', 'agency']"
2012_SGHC_222.pdf,"['criminal procedure and sentencing', 'companies', 'contract', 'damages', 'land', 'agency']"
2012_SGHC_223.pdf,"['evidence', 'damages', 'land', 'road traffic']"
2012_SGHC_224.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'land', 'immigration', 'road traffic']"
2012_SGHC_225.pdf,"['contract', 'equity', 'land', 'building and construction law']"
2012_SGHC_226.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'land']"
2012_SGHC_227.pdf,"['civil procedure', 'companies', 'contract', 'damages', 'land']"
2012_SGHC_228.pdf,"['evidence', 'family law']"
2012_SGHC_229.pdf,"['evidence', 'banking', 'administrative law', 'land', 'family law', 'legal profession', 'professions']"
2012_SGHC_23.pdf,['family law']
2012_SGHC_230.pdf,"['companies', 'contract', 'evidence', 'land']"
2012_SGHC_231.pdf,"['civil procedure', 'insurance', 'contract', 'evidence', 'damages']"
2012_SGHC_232.pdf,"['arbitration', 'evidence', 'land', 'legal profession', 'agency', 'confidence']"
2012_SGHC_233.pdf,"['conflict of laws', 'contract', 'tort', 'agency']"
2012_SGHC_234.pdf,"['contract', 'evidence', 'legal profession', 'restitution']"
2012_SGHC_235.pdf,"['contract', 'evidence', 'damages', 'land']"
2012_SGHC_236.pdf,"['injunctions', 'companies', 'contract', 'evidence', 'damages', 'land']"
2012_SGHC_237.pdf,"['revenue law', 'contract', 'evidence', 'land']"
2012_SGHC_238.pdf,"['criminal law', 'evidence']"
2012_SGHC_239.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'land']"
2012_SGHC_24.pdf,"['civil procedure', 'injunctions', 'contract', 'evidence', 'damages', 'equity']"
2012_SGHC_240.pdf,"['companies', 'contract', 'evidence', 'land']"
2012_SGHC_241.pdf,"['criminal law', 'evidence', 'equity', 'land', 'restitution']"
2012_SGHC_242.pdf,"['companies', 'contract', 'evidence', 'agency']"
2012_SGHC_243.pdf,"['contract', 'evidence', 'land', 'building and construction law']"
2012_SGHC_244.pdf,"['criminal law', 'evidence']"
2012_SGHC_245.pdf,"['contract', 'evidence', 'equity', 'land', 'agency']"
2012_SGHC_246.pdf,"['conflict of laws', 'contract', 'evidence', 'res judicata', 'damages', 'equity', 'tort', 'land']"
2012_SGHC_247.pdf,"['bailment', 'insurance', 'contract', 'evidence', 'damages', 'tort', 'land', 'agency']"
2012_SGHC_248.pdf,"['companies', 'contract', 'evidence', 'damages', 'banking', 'equity', 'tort']"
2012_SGHC_249.pdf,"['companies', 'revenue law', 'evidence', 'equity', 'land']"
2012_SGHC_25.pdf,"['contract', 'evidence', 'banking', 'land']"
2012_SGHC_250.pdf,"['companies', 'contract', 'evidence', 'equity', 'land', 'gifts']"
2012_SGHC_251.pdf,"['contract', 'evidence', 'damages', 'tort']"
2012_SGHC_252.pdf,"['evidence', 'damages', 'tort', 'land']"
2012_SGHC_253.pdf,"['companies', 'words and phrases', 'evidence', 'land', 'intellectual property']"
2012_SGHC_254.pdf,"['evidence', 'damages']"
2012_SGHC_255.pdf,"['companies', 'evidence', 'land', 'family law', 'agency']"
2012_SGHC_26.pdf,"['insurance', 'evidence', 'damages', 'tort', 'road traffic']"
2012_SGHC_27.pdf,"['evidence', 'damages', 'tort', 'land']"
2012_SGHC_28.pdf,"['contract', 'evidence', 'damages', 'banking', 'tort', 'land', 'immigration', 'confidence']"
2012_SGHC_29.pdf,"['criminal procedure and sentencing', 'evidence']"
2012_SGHC_3.pdf,"['arbitration', 'contract', 'evidence', 'damages', 'banking']"
2012_SGHC_30.pdf,"['contract', 'evidence', 'damages', 'banking']"
2012_SGHC_31.pdf,"['criminal law', 'evidence', 'land']"
2012_SGHC_32.pdf,"['evidence', 'land']"
2012_SGHC_33.pdf,"['companies', 'contract', 'evidence', 'damages', 'land']"
2012_SGHC_34.pdf,"['companies', 'insurance', 'evidence', 'equity', 'family law', 'gifts']"
2012_SGHC_35.pdf,"['evidence', 'intellectual property', 'confidence']"
2012_SGHC_36.pdf,"['civil procedure', 'contract', 'evidence', 'res judicata', 'damages', 'land', 'restitution']"
2012_SGHC_38.pdf,"['companies', 'insurance', 'evidence', 'family law']"
2012_SGHC_39.pdf,"['evidence', 'administrative law', 'land', 'constitutional law', 'agency']"
2012_SGHC_4.pdf,"['evidence', 'land', 'family law']"
2012_SGHC_41.pdf,"['civil procedure', 'contract', 'banking']"
2012_SGHC_42.pdf,"['contempt of court', 'evidence', 'family law']"
2012_SGHC_43.pdf,"['contract', 'evidence', 'land', 'building and construction law']"
2012_SGHC_44.pdf,"['criminal law', 'insurance', 'contract', 'evidence']"
2012_SGHC_45.pdf,"['criminal procedure and sentencing', 'evidence']"
2012_SGHC_46.pdf,"['civil procedure', 'arbitration', 'companies', 'contract', 'evidence', 'agency']"
2012_SGHC_47.pdf,"['civil procedure', 'contract', 'evidence', 'administrative law', 'land']"
2012_SGHC_48.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'land']"
2012_SGHC_49.pdf,['criminal law']
2012_SGHC_5.pdf,"['civil procedure', 'contract', 'evidence', 'banking', 'tort']"
2012_SGHC_50.pdf,"['companies', 'evidence', 'damages', 'tort']"
2012_SGHC_51.pdf,"['evidence', 'land', 'statutory interpretation']"
2012_SGHC_52.pdf,"['contempt of court', 'companies', 'evidence', 'land', 'confidence']"
2012_SGHC_53.pdf,"['companies', 'contract', 'evidence', 'damages', 'land']"
2012_SGHC_54.pdf,"['civil procedure', 'evidence', 'damages']"
2012_SGHC_55.pdf,"['evidence', 'land']"
2012_SGHC_56.pdf,"['evidence', 'trusts', 'banking', 'equity', 'land']"
2012_SGHC_57.pdf,"['companies', 'evidence', 'tort', 'limitation of actions']"
2012_SGHC_58.pdf,"['criminal procedure and sentencing', 'evidence', 'land']"
2012_SGHC_59.pdf,"['criminal law', 'evidence', 'land', 'agency']"
2012_SGHC_6.pdf,"['criminal procedure and sentencing', 'insurance', 'road traffic']"
2012_SGHC_60.pdf,"['companies', 'contract', 'evidence', 'trusts']"
2012_SGHC_61.pdf,"['insurance', 'contract', 'evidence', 'damages', 'banking', 'equity', 'land']"
2012_SGHC_62.pdf,"['civil procedure', 'evidence']"
2012_SGHC_63.pdf,"['companies', 'insurance', 'contract', 'evidence', 'equity', 'employment law', 'land']"
2012_SGHC_64.pdf,"['contract', 'family law']"
2012_SGHC_65.pdf,"['insurance', 'evidence', 'trusts', 'equity', 'gifts']"
2012_SGHC_66.pdf,['family law']
2012_SGHC_67.pdf,"['insurance', 'evidence', 'damages', 'tort', 'land', 'road traffic']"
2012_SGHC_68.pdf,"['evidence', 'family law']"
2012_SGHC_69.pdf,"['companies', 'contract', 'evidence', 'designs']"
2012_SGHC_7.pdf,"['civil procedure', 'evidence', 'res judicata']"
2012_SGHC_70.pdf,"['companies', 'contract', 'evidence', 'equity', 'land']"
2012_SGHC_71.pdf,"['insolvency law', 'companies', 'contract', 'evidence', 'damages', 'tort', 'land', 'legal profession']"
2012_SGHC_72.pdf,"['evidence', 'banking', 'equity']"
2012_SGHC_73.pdf,"['evidence', 'damages', 'tort', 'land']"
2012_SGHC_74.pdf,['administrative law']
2012_SGHC_75.pdf,"['arbitration', 'insurance', 'contract', 'evidence', 'damages', 'equity', 'land']"
2012_SGHC_76.pdf,"['insurance', 'contract', 'evidence', 'damages', 'tort', 'agency']"
2012_SGHC_77.pdf,"['civil procedure', 'evidence']"
2012_SGHC_78.pdf,"['criminal procedure and sentencing', 'companies', 'insurance', 'evidence', 'road traffic']"
2012_SGHC_79.pdf,"['companies', 'contract', 'evidence', 'trusts', 'land']"
2012_SGHC_8.pdf,"['companies', 'contract', 'evidence', 'land', 'confidence']"
2012_SGHC_80.pdf,"['insurance', 'evidence', 'land', 'family law']"
2012_SGHC_81.pdf,"['criminal law', 'evidence', 'tort', 'land']"
2012_SGHC_82.pdf,"['companies', 'insurance', 'contract', 'evidence', 'res judicata', 'damages', 'tort']"
2012_SGHC_83.pdf,"['criminal procedure and sentencing', 'restitution']"
2012_SGHC_84.pdf,"['companies', 'insurance', 'evidence', 'damages', 'tort', 'land', 'intellectual property']"
2012_SGHC_85.pdf,"['companies', 'contract', 'evidence', 'trusts', 'damages', 'equity', 'tort', 'land', 'gifts']"
2012_SGHC_86.pdf,"['companies', 'insurance', 'contract', 'evidence', 'legal profession']"
2012_SGHC_87.pdf,"['contract', 'evidence', 'damages', 'tort', 'land', 'limitation of actions']"
2012_SGHC_88.pdf,"['contract', 'evidence', 'damages', 'equity', 'land']"
2012_SGHC_89.pdf,"['arbitration', 'contract', 'evidence', 'damages', 'land']"
2012_SGHC_9.pdf,"['evidence', 'legal profession']"
